Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
David Hearn,97,64.16,2015,280.6,67.98,28.93,57.42,70.843,890,,4,0.358,0.356,-0.216,0.243,-0.029,"$1,817,043 "
George McNeill,93,64.1,2015,286.2,66.43,29.01,61.21,70.478,715,,1,0.212,0.563,-0.223,0.645,-0.071,"$1,331,768 "
K.J. Choi,66,64.09,2015,276.5,63.8,28.71,63.12,71.372,358,,,0.415,0.256,-0.522,0.153,0.21,"$448,864 "
Sam Saunders,83,64,2015,293.2,65.23,29.37,57.79,71.668,413,,1,-0.136,-0.496,0.307,-0.294,-0.372,"$578,571 "
Danny Lee,120,63.92,2015,283.1,65.69,28.27,60.86,70.398,"1,561",1,7,0.374,0.729,-0.301,0.718,-0.062,"$3,965,933 "
Justin Rose,69,63.87,2015,303.5,70.54,29.17,59.14,69.744,"1,742",1,7,0.023,1.493,0.55,0.692,0.228,"$5,462,677 "
Kevin Chappell,86,63.86,2015,293.5,66.02,28.95,59.32,70.672,602,,2,0.168,0.37,0.16,-0.105,0.148,"$1,281,552 "
Chad Collins,79,63.82,2015,278.4,66.1,28.56,66.18,70.681,504,,1,0.012,0.214,-0.25,0.246,0.205,"$747,899 "
Lucas Glover,79,63.82,2015,296.9,70.46,30.54,55,71.291,375,,,-1.351,-0.181,0.591,0.691,-0.111,"$515,241 "
Alex Cejka,94,63.78,2015,283.3,65.7,28.93,60.39,71.117,739,1,1,-0.232,-0.217,-0.233,0.113,0.135,"$1,227,196 "
Billy Horschel,99,63.77,2015,295,69.33,29.71,57.61,71.05,903,,2,0.244,0.446,0.366,0.137,-0.301,"$1,735,751 "
Blayne Barber,76,63.72,2015,288.6,66.44,28.89,59.51,71.127,380,,4,0.313,0.015,0.208,-0.352,-0.154,"$768,383 "
Bill Lunde,50,63.59,2015,287.7,68.72,30.02,57.53,71.796,117,,,-0.52,-1.244,0.11,-0.592,-0.242,"$128,788 "
Ian Poulter,68,63.58,2015,286.7,65.71,28.81,60.76,70.421,777,,4,0.225,0.554,-0.054,0.235,0.147,"$1,690,587 "
Bill Haas,89,63.35,2015,290.7,68.8,29.58,61.9,70.672,"1,281",1,5,-0.229,0.46,0.14,0.422,0.126,"$3,064,024 "
Hudson Swafford,97,63.34,2015,298.9,68.54,29.32,55.39,70.732,554,,1,0.36,0.338,0.273,0.109,-0.404,"$959,391 "
Boo Weekley,79,63.27,2015,292,67.72,29.27,59.91,70.775,776,,6,-0.246,0.425,0.548,0.108,0.015,"$1,689,914 "
Matt Kuchar,97,63.23,2015,288.5,66.55,28.39,63.78,70.04,"1,164",,5,0.316,1.133,0.136,0.202,0.479,"$2,774,170 "
Tim Wilkinson,73,63.09,2015,279.1,62.44,28.92,58.33,71.944,183,,,-0.278,-0.847,-0.326,-0.523,0.28,"$171,654 "
Robert Allenby,63,63.06,2015,282.7,66.67,30.03,51.69,72.102,169,,1,-0.754,-0.97,-0.262,0.26,-0.213,"$271,887 "
Steve Wheatcroft,87,63.03,2015,288.3,64.59,28.59,60.68,71.072,536,,2,0.345,-0.038,0.148,-0.45,-0.082,"$973,024 "
Jordan Spieth,91,62.91,2015,291.8,67.87,27.82,65.03,68.938,"4,169",4,14,0.571,2.154,0.494,0.618,0.471,"$12,030,465 "
Troy Merritt,91,62.83,2015,285.2,63.37,28.59,61.83,71.458,930,1,3,0.384,-0.195,-0.326,-0.199,-0.054,"$2,092,669 "
Scott Brown,97,62.77,2015,288.2,65.18,28.56,60.69,70.797,690,,3,-0.031,0.185,0.296,0.031,-0.111,"$1,161,750 "
Charlie Beljan,76,62.61,2015,309.8,65.51,29.97,48.77,72.01,369,,1,-0.799,-0.933,0.583,-0.293,-0.424,"$782,546 "
Kevin Na,98,62.51,2015,280.1,64.56,28.35,62.87,70.121,"1,062",,6,0.233,0.944,-0.329,0.381,0.66,"$2,820,766 "
Greg Chalmers,58,62.17,2015,281.5,63.79,28.59,57.39,71.363,242,,,0.529,-0.605,-0.323,-0.782,-0.028,"$291,016 "
Johnson Wagner,68,62.11,2015,290.7,68.95,29.37,59.47,70.807,551,,3,0.203,0.095,-0.013,0.106,-0.201,"$1,131,659 "
Rickie Fowler,76,62.08,2015,296.8,65.81,28.44,61.1,70.23,"1,498",1,5,0.309,1.088,0.123,0.59,0.066,"$5,773,430 "
Shawn Stefani,94,62.06,2015,296.3,68.79,29.02,56.44,70.421,987,,3,0.074,0.497,0.332,0.283,-0.192,"$1,757,803 "
Alex Prugh,84,62.03,2015,295.2,70.14,30.04,53.02,71.089,433,,2,-0.055,-0.004,0.319,-0.085,-0.183,"$636,373 "
Chris Kirk,76,61.97,2015,285.8,64.54,28.6,60.3,70.959,"1,087",1,3,0.065,0.414,-0.15,0.302,0.198,"$2,369,326 "
Scott Langley,94,61.9,2015,280.5,64.67,28.99,59.15,71.032,448,,,0.018,0.126,-0.128,0.056,0.18,"$638,182 "
Daniel Summerhays,101,61.79,2015,284,65.62,28.54,57.76,70.397,720,,3,0.644,0.541,-0.111,0.194,-0.186,"$1,633,957 "
Oscar Fraustro,58,61.78,2015,289.5,63.17,28.81,56.42,72.08,171,,1,-0.283,-1.316,0.259,-0.637,-0.655,"$262,475 "
Kyle Reifers,96,61.59,2015,288,67.03,29.16,61.36,70.854,626,,2,0.036,0.136,0.108,-0.084,0.076,"$1,179,228 "
Michael Putnam,87,61.47,2015,288.8,70.13,29.84,59.08,71.156,407,,,-0.526,-0.153,-0.025,0.42,-0.022,"$557,803 "
Brice Garnett,81,61.25,2015,287.1,68.28,29.77,55.65,71.453,398,,1,-0.089,-0.532,-0.198,-0.327,0.082,"$637,789 "
Brendan Steele,88,61.13,2015,302.9,68.52,29.13,60.08,70.413,895,,4,-0.047,0.958,0.363,0.6,0.041,"$1,759,484 "
Nick Watney,91,61.08,2015,294,67.34,29.32,58.69,70.68,847,,3,-0.403,0.258,0.31,0.238,0.112,"$1,733,873 "
Brandt Snedeker,98,60.98,2015,288.4,64.97,28.26,63.27,70.158,"1,537",1,8,0.588,0.607,-0.126,-0.199,0.344,"$3,698,056 "
Gonzalo Fernandez-Castaño,81,60.97,2015,289.3,63.92,29.1,57.8,71.5,272,,,-0.522,-0.646,0.187,-0.495,0.183,"$312,053 "
Scott Pinckney,88,60.95,2015,290.3,67.61,29.48,55.75,71.103,645,,3,0.294,-0.131,0.123,-0.409,-0.14,"$1,259,389 "
Fabián Gómez,83,60.88,2015,283.2,63.52,28.72,58.72,71.207,797,1,2,0.062,-0.324,-0.216,-0.057,-0.113,"$1,651,012 "
Charl Schwartzel,67,60.81,2015,300.4,64.99,29.57,54.66,71.093,584,,3,-0.555,0.073,0.669,-0.132,0.092,"$1,209,528 "
Daniel Berger,97,60.74,2015,302.1,68.84,29.23,60.66,70.581,899,,5,-0.193,0.489,0.372,0.526,-0.217,"$3,028,901 "
Sean O'Hair,86,60.74,2015,295.3,64.34,28.42,59.42,71.03,719,,2,0.169,0.18,0.153,-0.284,0.142,"$1,662,300 "
Bo Van Pelt,81,60.73,2015,289.5,66.88,29.54,55.84,71.497,322,,2,0.118,-0.25,-0.296,0.054,-0.126,"$580,611 "
Adam Scott,51,60.69,2015,311.6,69.62,30.11,54.09,70.456,585,,3,-0.396,0.206,0.682,0.114,-0.195,"$1,382,365 "
Whee Kim,71,60.4,2015,282.4,68.2,29.07,57.72,71.097,393,,2,-0.093,-0.013,-0.201,0.324,-0.043,"$755,998 "
Cameron Percy,72,60.31,2015,290,67.78,29.31,56.16,71.039,361,,1,-0.142,0.02,0.128,-0.002,0.037,"$575,943 "
Rory Sabbatini,81,60.3,2015,290,67.83,28.94,63.11,70.435,678,,4,-0.106,0.461,0.094,0.375,0.097,"$1,525,784 "
J.J. Henry,94,60.29,2015,292.3,69.88,30.24,54.3,71.334,620,1,1,-0.414,-0.308,0.066,-0.088,0.127,"$1,046,123 "
Jonas Blixt,78,60.26,2015,287.6,62.71,28.56,58.57,71.238,471,,1,0.122,-0.44,-0.115,-0.655,0.209,"$703,664 "
Jamie Donaldson,50,60.09,2015,294.9,63.83,28.96,59.48,71.102,447,,2,0.349,0.341,0.095,-0.15,0.046,"$938,664 "
Vijay Singh,78,60.06,2015,290.6,66.24,29.15,60.97,70.761,490,,1,-0.511,0.302,0.152,0.42,0.241,"$752,462 "
Sangmoon Bae,98,60.03,2015,289.8,62.93,28.55,61.16,71.036,"1,025",1,4,0.26,0.059,0.251,-0.276,-0.176,"$2,599,632 "
James Hahn,94,59.89,2015,295.1,66.13,29,58.46,70.896,"1,012",1,2,0.048,0.355,0.106,0.135,0.065,"$2,064,783 "
Louis Oosthuizen,68,59.84,2015,298.8,68.28,29.19,61.3,70.16,"1,088",,6,-0.22,0.605,0.339,0.397,0.088,"$3,251,174 "
Carlos Ortiz,100,59.84,2015,298.4,66.84,29.26,55.5,71.098,515,,1,0.172,0.124,0.355,-0.238,-0.166,"$964,137 "
Matt Jones,89,59.7,2015,296,64.05,28.25,61.27,70.812,821,,3,0.401,0.664,0.249,-0.319,0.333,"$1,995,553 "
Lee Westwood,56,59.7,2015,300,66.45,29.29,52.23,70.484,530,,1,0.595,0.879,0.094,0.292,-0.102,"$946,628 "
Greg Owen,58,59.63,2015,293.8,69.25,29.86,59.81,71.512,608,,2,-0.798,-0.226,0.036,0.407,0.129,"$1,180,794 "
Geoff Ogilvy,50,59.59,2015,293.7,66.55,30.44,51.56,71.559,350,,1,-0.692,-0.432,0.138,0.082,0.039,"$653,925 "
Sergio Garcia,59,59.47,2015,300,67.56,28.96,58.41,69.958,"1,051",,4,-0.022,1.045,0.442,0.468,0.157,"$2,670,229 "
Robert Streb,110,59.47,2015,297.1,69.14,29.1,59.57,70.13,"1,720",1,9,0.381,1.093,0.309,0.175,0.228,"$3,947,424 "
Roger Sloan,56,59.45,2015,293.6,63.14,29.33,53.62,72.533,103,,,-0.502,-1.605,-0.168,-0.746,-0.19,"$133,048 "
Andrew Svoboda,80,59.32,2015,287.1,63.6,29.51,51.08,72.119,266,,1,-0.026,-1.067,-0.171,-0.41,-0.46,"$418,963 "
Erik Compton,86,59.31,2015,288.4,63.18,28.44,60.53,71.228,471,,1,0.469,0.084,-0.216,-0.217,0.047,"$676,602 "
Scott Piercy,90,59.3,2015,296.7,66.73,28.88,58.63,70.688,"1,127",1,4,0.006,0.329,0.27,0.224,-0.172,"$2,780,027 "
Luke Donald,71,59.28,2015,277,65.57,29.17,61.14,70.555,484,,2,0.289,0.584,-0.793,0.573,0.514,"$1,026,643 "
Carl Pettersson,106,59.05,2015,291.6,63,28.44,62.18,70.866,723,,3,0.335,0.236,-0.038,0.035,-0.097,"$1,186,763 "
Hunter Mahan,88,58.91,2015,295.1,65.79,28.98,59.6,71.124,648,,3,0.39,0.12,-0.023,-0.249,0.003,"$1,617,973 "
Jeff Overton,94,58.87,2015,284.8,65.7,28.78,58.8,70.836,458,,1,0.105,0.091,-0.036,0.041,-0.018,"$561,614 "
Luke Guthrie,84,58.86,2015,283.9,63.75,28.7,57.57,71.211,373,,1,0.11,-0.037,-0.314,0.02,0.147,"$575,150 "
Tom Hoge,83,58.84,2015,292.2,66.03,28.9,58.59,70.812,441,,2,0.005,0.415,0.035,0.456,-0.08,"$690,319 "
Martin Laird,77,58.54,2015,300.5,66.31,29.12,60.17,70.772,628,,3,0.1,0.306,-0.078,0.302,-0.019,"$1,124,988 "
Harris English,105,58.51,2015,298.4,67.05,28.83,61.65,70.235,932,,3,0.56,0.777,0.009,0.207,0,"$1,971,687 "
Justin Thomas,106,58.24,2015,303.2,68.92,28.64,61.55,70.105,"1,007",,7,0.042,0.968,0.352,0.385,0.188,"$2,278,564 "
Michael Thompson,83,58.24,2015,289.3,65.43,29.35,55.36,71.23,378,,1,0.153,-0.195,-0.089,-0.301,0.041,"$599,835 "
Byron Smith,59,58.15,2015,291.9,68.89,29.84,54.22,71.801,96,,,-0.597,-0.873,-0.085,-0.149,-0.042,"$153,930 "
Andres Gonzales,90,58.06,2015,294.5,66.67,28.99,55.62,71.427,531,,3,0.177,-0.537,-0.386,-0.349,0.022,"$925,335 "
Charley Hoffman,97,58.01,2015,298.9,66.19,28.83,58.74,70.613,"1,512",1,6,0.065,0.335,0.47,0.137,-0.338,"$4,041,089 "
Scott Stallings,60,57.74,2015,291.8,65,29.27,54.23,71.961,447,,1,-0.392,-0.558,-0.061,-0.053,-0.052,"$919,619 "
Jim Renner,68,57.44,2015,283.3,65.24,30.06,54.96,72.431,63,,,-0.995,-1.449,-0.501,0.085,-0.038,"$90,668 "
Stewart Cink,77,57.35,2015,293.6,72.94,30.14,58.13,70.774,494,,1,0.102,0.468,0.087,0.561,-0.282,"$694,655 "
Brooks Koepka,84,57.33,2015,308.2,69.48,29.1,56.63,69.861,"1,544",1,8,0.421,1.081,0.407,0.2,0.052,"$3,571,900 "
Patrick Rodgers,57,56.97,2015,307.7,66.77,28.98,56.47,70.619,,,,-0.003,0.129,0.68,-0.456,-0.09,
Chesson Hadley,101,56.87,2015,290.7,63.59,28.68,57.7,71.798,626,,3,0.168,-0.357,-0.08,-0.218,-0.227,"$1,135,529 "
Martin Flores,95,56.83,2015,296.8,68.32,29.6,58.77,70.919,345,,,-0.216,0.038,0.349,-0.142,0.047,"$449,274 "
Ernie Els,57,56.79,2015,291.7,64.52,29.79,56.59,71.83,233,,,-0.609,-0.6,-0.285,0.192,0.102,"$453,579 "
Robert Garrigus,70,56.72,2015,301.7,63.97,29.41,53.04,71.774,226,,,-0.697,-0.887,0.345,-0.318,-0.217,"$253,699 "
Retief Goosen,81,56.57,2015,292.6,62.19,29.04,59.35,71.667,519,,3,0.027,-0.338,-0.271,-0.056,-0.039,"$921,830 "
Ryan Palmer,80,56.57,2015,305.2,66.81,29,60.57,70.102,817,,4,0.147,0.96,0.356,0.529,-0.072,"$1,974,523 "
Bubba Watson,71,56.55,2015,315.2,69.32,28.96,61.89,69.296,"2,407",2,7,0.212,2.088,1.194,0.684,-0.002,"$6,876,797 "
Max Homa,78,56.45,2015,294.2,62.99,28.85,59.23,71.763,278,,1,-0.11,-0.729,0.066,-0.467,-0.218,"$380,339 "
Jason Kokrak,88,56.41,2015,305.6,67.3,28.99,58.3,70.654,614,,2,-0.012,0.293,0.464,-0.014,-0.144,"$1,033,489 "
Ryo Ishikawa,90,56.39,2015,289.2,66.41,28.95,55.45,71.246,458,,2,-0.103,-0.051,-0.408,0.436,0.025,"$851,044 "
D.A. Points,72,56.37,2015,280.8,64.29,29.24,59.78,71.701,244,,,-0.054,-0.451,-0.82,0.224,0.199,"$390,607 "
Gary Woodland,81,56.21,2015,305.5,66.74,29.53,56.66,70.982,"1,037",,4,0.077,0.198,0.177,0.227,-0.284,"$2,605,083 "
Nick Taylor,91,56.05,2015,292.3,64.41,28.8,58.32,71.716,549,1,1,0.112,-0.377,-0.08,-0.224,-0.185,"$1,072,360 "
Jhonattan Vegas,90,56.01,2015,299.9,65.44,29.29,59.25,71.326,353,,,0.086,-0.267,0.173,-0.314,-0.212,"$446,345 "
Phil Mickelson,70,55.98,2015,300.5,61.51,28.23,59.38,70.585,849,,3,0.262,0.581,0.072,0.022,0.225,"$2,154,200 "
Jason Day,75,55.94,2015,313.7,70.83,28.44,65.34,69.161,"2,459",3,8,0.586,2.106,0.772,0.461,0.287,"$9,403,330 "
Ángel Cabrera,53,55.9,2015,299.7,64.88,29.87,50.45,71.734,208,,,-0.572,-0.604,0.06,0.336,-0.428,"$381,942 "
Eric Axley,57,55.54,2015,286.4,61.21,28.55,60.68,71.977,152,,,0.15,-0.952,-0.541,-0.372,-0.189,"$170,687 "
Dustin Johnson,75,55.53,2015,317.7,67.05,28.47,57.85,69.585,"1,718",1,8,0.128,1.455,0.96,0.579,-0.212,"$5,509,467 "
Jonathan Randolph,72,55.19,2015,287.2,64.37,29.2,60.8,71.606,209,,,0.132,-0.718,-0.408,-0.234,-0.208,"$256,066 "
Marc Leishman,74,54.99,2015,294.8,65.62,28.99,56.67,70.569,854,,4,-0.02,0.302,0.021,0.199,0.102,"$1,762,267 "
Andrew Putnam,68,54.98,2015,278.7,59.9,28.33,56.71,72.278,192,,,0.525,-0.905,-1.411,-0.132,0.113,"$282,879 "
Seung-Yul Noh,65,54.87,2015,292.7,65.9,29.31,54.89,71.465,432,,1,0.066,-0.154,-0.555,0.147,0.188,"$711,609 "
Morgan Hoffmann,85,54.83,2015,296.1,61.11,28.29,59.16,70.988,627,,2,0.232,0.196,-0.032,-0.347,0.343,"$1,111,240 "
Patrick Reed,103,54.78,2015,292.9,64.42,28.16,61.99,70.292,"1,593",1,3,0.394,0.859,-0.071,0.263,0.273,"$3,590,566 "
Tony Finau,106,54.3,2015,309,67.61,29.11,56.15,70.281,985,,5,-0.006,0.628,0.383,0.224,0.027,"$2,095,186 "
Camilo Villegas,83,54.12,2015,292.2,63.05,28.93,59.06,71.067,467,,,0.195,0.176,-0.296,0.133,0.143,"$718,497 "
Ricky Barnes,82,54.1,2015,283.3,60.47,28.31,60,71.647,347,,1,0.159,-0.396,-0.819,-0.072,0.336,"$614,455 "
J.B. Holmes,89,54.05,2015,309.9,63.66,28.32,59.35,70.581,"1,484",1,5,-0.004,0.944,0.427,0.253,0.268,"$4,037,430 "
Steven Bowditch,103,54.04,2015,302.1,63.43,28.2,65.19,70.835,"1,287",1,2,0.144,0.4,-0.053,0.056,0.253,"$3,075,410 "
Tyrone Van Aswegen,58,53.39,2015,285.6,66.77,29.48,58.2,71.684,142,,,-0.152,-0.58,-1.081,0.471,0.181,"$168,234 "
Andres Romero,69,52.67,2015,295.3,61.7,28.64,56.7,71.427,312,,2,0.19,-0.374,-0.269,-0.221,-0.073,"$617,253 "
Charles Howell III,105,52.43,2015,302.7,68.57,29.75,56.06,70.872,692,,3,-0.216,0.383,0.34,0.199,0.059,"$1,257,361 "
Jimmy Walker,89,52.23,2015,301.6,66.09,28.7,57.71,70.268,"2,014",2,6,0.692,0.933,-0.161,0.334,0.068,"$4,521,350 "
Padraig Harrington,60,51.72,2015,290.5,61.02,29.15,57.01,71.95,610,1,1,-0.493,-0.756,-0.434,-0.165,0.336,"$1,330,852 "
Derek Fathauer,81,51.63,2015,288.8,61.33,28.39,57.46,71.431,263,,1,0.301,-0.173,-0.455,-0.198,0.179,"$482,023 "
Matt Every,73,51.52,2015,286.6,58.1,28.67,55.87,72.419,727,1,1,0.075,-0.968,-0.925,-0.074,-0.044,"$1,521,816 "
Aaron Baddeley,76,50.29,2015,294.1,62.46,28.28,61,71.218,336,,1,0.722,-0.223,-0.596,-0.719,0.37,"$439,925 "
David Toms,64,75.49,2014,275.1,68.73,29.29,61.6,70.35,498,,2,0.055,0.46,0.083,0.203,0.12,"$801,355 "
Tim Clark,75,74.02,2014,272.2,64.3,28.81,59.34,70.738,"1,111",1,3,0.025,0.086,-0.286,0.253,0.094,"$2,066,344 "
Justin Hicks,103,73.46,2014,285.1,71.44,30.09,54.81,70.836,923,,3,0.069,0.066,0.456,0.172,-0.631,"$1,544,061 "
Jim Furyk,84,73.18,2014,279.3,68.75,28.96,69.33,69.2,"1,851",,8,0.091,1.796,0.121,1.175,0.408,"$5,987,395 "
Heath Slocum,71,72.41,2014,277.8,67.31,29.71,61.58,70.737,419,,1,-0.078,0.249,0.203,0.083,0.041,"$566,167 "
Zach Johnson,97,70.51,2014,282.2,67.42,28.9,60.75,70.159,"1,552",1,5,0.106,0.857,0.145,0.513,0.093,"$3,353,417 "
Billy Hurley III,86,70.44,2014,276.7,65.89,29.38,61.36,70.696,630,,4,0.039,0.309,-0.103,0.25,0.123,"$1,145,299 "
Ken Duke,80,70.18,2014,275.5,67.17,29.54,57.48,71.137,305,,,-0.409,-0.178,-0.092,0.329,-0.006,"$455,589 "
Ryan Moore,86,69.92,2014,284.7,67.99,29.05,57.64,70.344,"1,429",1,7,0.042,0.836,0.253,0.499,0.041,"$3,098,263 "
Boo Weekley,73,69.57,2014,288.3,68.06,30.56,53.14,71.307,496,,1,-1.152,-0.277,0.732,0.044,0.099,"$832,673 "
"Ted Potter, Jr.",68,69.56,2014,278.4,65.11,29.31,62.76,71.087,311,,,-0.216,-0.09,0.134,0.096,-0.104,"$386,341 "
Graeme McDowell,66,69.2,2014,278,65.77,28.56,60.47,69.642,948,,8,0.882,1.171,-0.034,0.379,-0.055,"$2,077,387 "
Jeff Maggert,54,68.83,2014,276.6,65.74,29.98,58.26,71.612,195,,1,-0.652,-0.748,-0.135,0.2,-0.161,"$360,157 "
Henrik Stenson,56,68.78,2014,293.2,69.03,29.89,51.83,70.166,720,,3,-0.17,0.992,0.65,0.575,-0.064,"$1,894,235 "
John Merrick,87,68.62,2014,285.3,68.07,30.12,50.31,71.852,399,,,-0.568,-0.517,0.129,0.252,-0.329,"$516,148 "
Kevin Streelman,79,68.04,2014,288.6,63.25,29,54.07,71.354,972,1,2,0.006,0.074,0.471,-0.242,-0.162,"$2,107,994 "
Brendon de Jonge,109,67.87,2014,287.9,64.48,29.06,57.1,70.801,717,,2,-0.032,0.224,0.339,-0.012,-0.071,"$1,171,395 "
Russell Knox,92,67.6,2014,285.7,68,29.24,63.4,70.111,885,,3,-0.116,0.822,0.221,0.502,0.215,"$1,513,630 "
David Hearn,97,67.48,2014,279.1,66.38,29.02,60.99,70.83,645,,3,0.315,0.451,-0.118,0.146,0.108,"$1,138,324 "
Matt Kuchar,91,67.37,2014,283.8,66.92,28.74,62.4,69.416,"1,921",1,10,0.457,1.573,0.21,0.527,0.38,"$4,695,515 "
Brian Davis,93,67.23,2014,278.2,61.47,28.59,61.55,71.232,534,,,0.145,0.061,-0.064,-0.419,0.399,"$842,539 "
Nicholas Thompson,85,67.08,2014,287,66.67,30.33,52.88,71.657,437,,1,-0.622,-0.517,0.174,0.301,-0.371,"$713,377 "
Billy Horschel,92,67.04,2014,291.6,70.43,29.86,55.32,70.521,722,,2,0.22,0.738,0.473,0.132,-0.087,"$4,814,787 "
Mark Wilson,69,67,2014,279.6,63.25,29.77,55.58,71.732,142,,,-0.539,-0.804,-0.232,-0.112,0.079,"$155,313 "
John Huh,87,66.87,2014,283.9,64.39,29.43,57.52,71.24,544,,2,-0.159,-0.169,-0.059,0.016,0.033,"$974,043 "
Scott Brown,100,66.55,2014,287.2,65,28.78,58.73,70.936,816,,4,0.211,0.345,0.277,-0.139,-0.005,"$1,441,725 "
Jerry Kelly,80,66.49,2014,277.5,65.56,28.55,62.1,70.349,765,,4,0.239,0.527,-0.089,0.218,0.16,"$1,451,059 "
D.H. Lee,54,66.47,2014,276.2,59.89,29.14,58.73,71.914,94,,,0.024,-0.796,-0.332,-0.591,0.103,"$138,642 "
Ben Crane,81,66.4,2014,279,63.44,28.78,59.1,70.954,774,1,2,0.138,-0.152,-0.297,-0.009,0.017,"$1,534,634 "
Daniel Summerhays,98,66.3,2014,282.2,66.89,29.16,58.22,70.566,869,,2,0.492,0.675,0.04,0.138,0.005,"$1,509,543 "
Brian Stuard,91,66.14,2014,283.4,63.86,28.54,60.42,70.549,891,,4,0.283,0.326,-0.034,0.195,-0.119,"$1,852,531 "
Andrew Svoboda,77,66.14,2014,287.4,68.11,29.7,59.05,70.713,647,,2,-0.026,0.344,0.111,0.323,-0.064,"$1,168,073 "
William McGirt,96,65.94,2014,278.5,64.41,28.71,59.02,70.712,646,,3,0.314,0.079,0.002,-0.202,-0.035,"$1,275,738 "
Y.E. Yang,79,65.41,2014,281.9,61.68,29.06,56.69,71.712,234,,,-0.073,-0.536,-0.097,-0.586,0.22,"$254,525 "
Chad Campbell,57,65.36,2014,287.8,72.43,30.25,60.08,70.59,317,,1,-0.434,0.275,0.056,0.641,0.011,"$470,798 "
Hunter Mahan,88,65.1,2014,295.8,66.67,29.33,54.71,70.574,776,,5,0.207,0.52,0.687,-0.221,-0.153,"$3,097,983 "
Danny Lee,84,65.05,2014,284.2,64.44,29.16,57.62,70.802,490,,1,0.141,0.018,0.157,-0.007,-0.272,"$781,295 "
Justin Leonard,75,65.04,2014,270.3,57.78,27.77,64.56,70.895,491,,2,0.496,-0.181,-0.752,-0.497,0.571,"$807,949 "
Jason Bohn,81,64.95,2014,280,64.75,28.84,56.03,70.892,784,,3,0.126,-0.127,-0.475,0.185,0.038,"$1,585,189 "
Spencer Levin,59,64.92,2014,280.1,64.31,29.17,59.89,71.086,246,,,-0.094,-0.324,-0.224,-0.113,0.107,"$277,780 "
Kevin Chappell,100,64.9,2014,296.2,67.59,29.11,57.32,70.466,723,,1,-0.278,0.692,0.386,0.526,0.058,"$1,343,412 "
Brendon Todd,108,64.85,2014,280.3,63.99,28.32,63.57,70.049,"1,542",1,7,0.664,0.793,0.015,-0.174,0.289,"$3,396,747 "
Ben Curtis,77,64.8,2014,279.5,62.63,28.95,56.62,71.354,406,,1,0.4,-0.216,-0.257,-0.416,0.057,"$625,515 "
Will MacKenzie,82,64.5,2014,290.6,65.58,29.02,55.91,70.685,920,,5,0.154,0.224,0.044,-0.041,0.067,"$1,853,822 "
Derek Ernst,80,64.41,2014,297,63.52,29.92,51.3,72.593,218,,,-0.558,-1.356,0.312,-0.694,-0.415,"$305,654 "
J.J. Henry,91,64.39,2014,290.7,69.6,30.33,56.72,71.064,425,,,-0.187,-0.219,0.192,-0.119,-0.105,"$554,615 "
Ben Martin,80,64.34,2014,291.7,66.04,28.93,59.1,70.732,789,,3,0.291,0.421,0.213,-0.097,0.015,"$1,482,836 "
Kevin Na,94,64.32,2014,280.3,64.72,28.46,65.16,69.996,"1,413",,5,0.315,0.954,-0.1,0.341,0.397,"$3,153,107 "
Kevin Stadler,90,64.28,2014,291.6,68.91,29.76,53.41,70.62,"1,067",1,3,-0.467,0.411,0.505,0.386,-0.012,"$2,300,307 "
Hudson Swafford,75,64.28,2014,297.5,68.78,30.18,52.63,71.167,351,,1,-0.2,-0.316,0.305,0.015,-0.436,"$513,883 "
John Senden,99,64.25,2014,288.9,67.85,29.17,60.21,70.27,"1,157",1,4,0.476,0.805,0.224,0.127,-0.023,"$2,856,685 "
K.J. Choi,80,64.22,2014,279.8,62.08,28.81,56.78,70.87,814,,2,0.332,0.293,-0.339,0.049,0.251,"$1,677,848 "
Shawn Stefani,60,64.17,2014,297.7,66.2,29.3,59.45,70.609,640,,2,-0.146,0.418,0.412,0.065,0.086,"$1,369,259 "
Lucas Glover,68,64.02,2014,300.6,67,30.85,49.74,72.233,129,,,-1.475,-0.936,0.335,0.469,-0.265,"$210,166 "
John Peterson,62,64,2014,288.1,65.56,29.9,55.91,71.47,170,,,-0.819,-0.48,0.415,0.539,-0.614,"$238,230 "
Nick Watney,80,63.97,2014,295.8,67.33,29.69,56.01,70.756,584,,2,-0.075,0.613,0.298,0.648,-0.258,"$913,398 "
Chris Stroud,88,63.93,2014,285.8,65.21,28.35,61.89,70.476,834,,4,0.182,0.418,-0.174,0.132,0.278,"$1,826,399 "
Cameron Tringale,111,63.87,2014,282.9,66.77,29.17,59.34,70.63,781,,2,0.107,0.668,0.008,0.322,0.23,"$2,169,723 "
Jason Dufner,57,63.76,2014,285.3,66.26,29.67,52.74,70.9,798,,4,-0.576,0.522,0.316,0.59,0.192,"$1,651,491 "
Briny Baird,50,63.7,2014,281.6,63.44,29.58,56.84,71.679,366,,1,-0.156,-0.575,-0.249,-0.183,0.013,"$616,316 "
Brandt Snedeker,89,63.7,2014,285.6,63.28,28.74,59.48,70.671,812,,3,0.326,0.644,-0.043,0.143,0.217,"$1,652,380 "
Russell Henley,92,63.67,2014,293.7,61.84,28.92,52.37,71.379,864,1,2,0.332,-0.106,0.205,-0.371,-0.272,"$2,590,493 "
