Company,Name,Ref,Review Date,Cocoa Percent,Company Location,Rating,Broad Bean Origin,Bean Type,,,,
Szanto Tibor,Fazenda Sempre Firme,,,,,,,,,,,
Szanto Tibor,Ben Tre,,,,,,,,,,,
twenty-four blackbirds,Cedeno,,,,,,,,,,,
Valrhona,Sambirano,,,,,,,,,,,
Beschle (Felchlin),Carenero S.,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Chanchamayo,,,,,,,,,,,
Map Chocolate,San Juan Estate,,,,,,,,,,,
Nova Monda,La Dalia,,,,,,,,,,,
Ocho,PNG,,,,,,,,,,,
Rococo (Grenada Chocolate Co.),Gru Grococo,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Soma,Espiritu Santo,,,,,,,,,,,
Tejas,Bahia,,,,,,,,,,,
Zak's,Belize,,,,,,,,,,,
Askinosie,Tenende,,,,,,,,,,,
Bellflower,Kakao Kamili,,,,,,,,,,,
Bouga Cacao (Tulicorp),El Oro,,,,,,,,,,,
Coppeneur,Porcelana,,,,,,,,,,,
Coppeneur,Porcelana,,,,,,,,,,,
Domori,Carupano,,,,,,,,,,,
Domori,Ocumare 61,,,,,,,,,,,
Eclat (Felchlin),Maranon,,,,,,,,,,,
Fresco,Markham Valley,,,,,,,,,,,
Heirloom Cacao Preservation (Brasstown),Maya Mtn,,,,,,,,,,,
K'ul,Bahia,,,,,,,,,,,
La Maison du Chocolat (Valrhona),Cuana,,,,,,,,,,,
Manoa,Hamakua,,,,,,,,,,,
Map Chocolate,ROIG,,,,,,,,,,,
Nova Monda,Punta Galera,,,,,,,,,,,
Ranger,San Martin,,,,,,,,,,,
Rogue,Hispaniola,,,,,,,,,,,
Sirene,Camino Verde P.,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Tabal,Chiapas,,,,,,,,,,,
Akesson's (Pralus),Monte Alegre,,,,,,,,,,,
Bakau,Huallabamba,,,,,,,,,,,
Benoit Nihant,Bali,,,,,,,,,,,
Cacao de Origen,Chuao,,,,,,,,,,,
Choco Dong,Tawau,,,,,,,,,,,
Coppeneur,Porcelana,,,,,,,,,,,
Dandelion,Zorzal Reserva,,,,,,,,,,,
Danta,Oscuro,,,,,,,,,,,
Friis Holm (Bonnat),Johe,,,,,,,,,,,
Garden Island,Kaua'I,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Island Growers,,,,,,,,,,,
Laia aka Chat-Noir,Vietnam,,,,,,,,,,,
Mars,Matina 1-6,,,,,,,,,,,
Moho,Umoho R.,,,,,,,,,,,
Nahua,Costa Rica,,,,,,,,,,,
Original Beans (Felchlin),Grand Cru Blend No.1,,,,,,,,,,,
Potomac,Oko Caribe,,,,,,,,,,,
Ritual,Camino Verde P.,,,,,,,,,,,
Sirene,Esmeraldas,,,,,,,,,,,
Soma,Three Amigos(Chuao,,,,,,,,,,,
Valrhona,Otucan,,,,,,,,,,,
Vintage Plantations (Tulicorp),Los Rios,,,,,,,,,,,
Zart Pralinen,Kakao Kamili,,,,,,,,,,,
Zokoko,Tranquilidad,,,,,,,,,,,
Chocolate Alchemist-Philly,Tumbes,,,,,,,,,,,
De Mendes,Selvagem,,,,,,,,,,,
Durci,Rio Caribe,,,,,,,,,,,
Friis Holm (Bonnat),Chuno,,,,,,,,,,,
Fruition,Coto Brus,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Los Rios,,,,,,,,,,,
Idilio (Felchlin),Sur del Lago,,,,,,,,,,,
Lonohana,Haleiwa E,,,,,,,,,,,
Marou,Tien Giang,,,,,,,,,,,
Original Hawaiin Chocolate Factory,Hawai'i,,,,,,,,,,,
Pralus,Monte Alegre (Itacare),,,,,,,,,,,
Ranger,Chulucanas,,,,,,,,,,,
Sirene,Lachua w/ maple sugar,,,,,,,,,,,
Sirene,Camino Verde P.,,,,,,,,,,,
Szanto Tibor,Ayacucho,,,,,,,,,,,
Upchurch,Madagascar,,,,,,,,,,,
Acalli,Tumbes,,,,,,,,,,,
Blanxart,Congo,,,,,,,,,,,
Dandelion,Elvesia,,,,,,,,,,,
Dick Taylor,Alto Beni,,,,,,,,,,,
Duffy's,Indio Rojo,,,,,,,,,,,
Fossa,Kokoa Kamili Coop,,,,,,,,,,,
Idilio (Felchlin),Ocumare,,,,,,,,,,,
Kiskadee,La Red,,,,,,,,,,,
Laia aka Chat-Noir,Peru,,,,,,,,,,,
Map Chocolate,Tumbes,,,,,,,,,,,
Mesocacao,La Tronca,,,,,,,,,,,
Obolo,Pangoa,,,,,,,,,,,
Shark's,Hilo,,,,,,,,,,,
Silvio Bessone,Trintade,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Soma,Maracaibo,,,,,,,,,,,
Vintage Plantations (Tulicorp),Los Rios,,,,,,,,,,,
Fresco,Markham Valley,,,,,,,,,,,
Friis Holm (Bonnat),Chuno,,,,,,,,,,,
Glennmade,Toledo District,,,,,,,,,,,
Guittard,O'ahu,,,,,,,,,,,
Heirloom Cacao Preservation (Fruition),Cota Brus,,,,,,,,,,,
Hotel Chocolat,Marcial,,,,,,,,,,,
Letterpress,La Red,,,,,,,,,,,
Pierre Marcolini,Haut Penja,,,,,,,,,,,
Pierre Marcolini,Porcelana,,,,,,,,,,,
Pitch Dark,Camino Verde P.,,,,,,,,,,,
Ranger,Tumbes,,,,,,,,,,,
Stella (aka Bernrain),Bahia,,,,,,,,,,,
Zart Pralinen,Kakao Kamili,,,,,,,,,,,
AMMA,Monte Alegre,,,,,,,,,,,
Bisou,San Andres,,,,,,,,,,,
Blue Bandana,Akesson's E.,,,,,,,,,,,
Bonnat,Porcelana,,,,,,,,,,,
Cacao Prieto,Criollo,,,,,,,,,,,
De Villiers,Sambirano Valley,,,,,,,,,,,
El Rey,Rio Caribe,,,,,,,,,,,
Fruition,Wild Bolivian,,,,,,,,,,,
Heirloom Cacao Preservation (Zokoko),Alto Beni,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Los Rios,,,,,,,,,,,
Idilio (Felchlin),Choroni,,,,,,,,,,,
Kah Kow,Rizek Cacao,,,,,,,,,,,
Meadowlands,Nicaragua,,,,,,,,,,,
Nibble,Ambanja,,,,,,,,,,,
Potomac,San Martin,,,,,,,,,,,
Pralus,Barlovento,,,,,,,,,,,
Pump Street Bakery,Crayfish Bay Estate,,,,,,,,,,,
Ritual,Camino Verde P.,,,,,,,,,,,
Rozsavolgyi,Sambirano,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Taza,Dark,,,,,,,,,,,
Zotter,Satipo Pangoa region,,,,,,,,,,,
Zotter,Brazil,,,,,,,,,,,
Amano,Bali,,,,,,,,,,,
Artisan du Chocolat,Colombia,,,,,,,,,,,
Beschle (Felchlin),Porcelana,,,,,,,,,,,
Bisou,Nicaragua,,,,,,,,,,,
Bonnat,Los Colorados,,,,,,,,,,,
Bonnat,Porcelana,,,,,,,,,,,
Cloudforest,Camino Verde P.,,,,,,,,,,,
Dandelion,Maya Mtn.,,,,,,,,,,,
El Rey,Carenero Superior,,,,,,,,,,,
Fresco,Maranon,,,,,,,,,,,
Fresco,Carenero Superior,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Conacado,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Island Growers,,,,,,,,,,,
Hummingbird,Ocumare,,,,,,,,,,,
Kah Kow,Rizek Cacao,,,,,,,,,,,
Lonohana,Opaeula Estate,,,,,,,,,,,
Madre,Chiapas,,,,,,,,,,,
Marou,Tan Phu Dong,,,,,,,,,,,
Mesocacao,La Tronca,,,,,,,,,,,
Pierre Marcolini,Sambirano,,,,,,,,,,,
Potomac,Upala,,,,,,,,,,,
Roasting Masters,La Dorado,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Theo,Ghana,,,,,,,,,,,
Zak's,Peru,,,,,,,,,,,
Artisan du Chocolat (Casa Luker),Orinoqua Region,,,,,,,,,,,
Beschle (Felchlin),Indigena Amazonia,,,,,,,,,,,
Burnt Fork Bend,Ecuador,,,,,,,,,,,
Cacao Market,Jutiapa,,,,,,,,,,,
Cacao Prieto,Dominican Republicm,,,,,,,,,,,
Chocolate Makers,Congo,,,,,,,,,,,
French Broad,Palo Blanco,,,,,,,,,,,
Fresco,Markham Valley,,,,,,,,,,,
Fresco,Ghana,,,,,,,,,,,
Fresco,Jamaica,,,,,,,,,,,
Fresco,Jamaica,,,,,,,,,,,
Mars,Ghana,,,,,,,,,,,
Mast Brothers,La Red de Guanconejo,,,,,,,,,,,
Michel Cluizel,Chiapas,,,,,,,,,,,
Middlebury,Patanemo,,,,,,,,,,,
Naive,Maranon Canyon,,,,,,,,,,,
Patric,Piura,,,,,,,,,,,
Rogue,La Masica,,,,,,,,,,,
Sirene,Somia Plantation,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Soma,Sangre Grande P.,,,,,,,,,,,
Stone Grindz,Ecuador,,,,,,,,,,,
StRita Supreme,Samar,,,,,,,,,,,
StRita Supreme,Samar,,,,,,,,,,,
Tsara (Cinagra),Ambanja,,,,,,,,,,,
Valrhona,Porcelana,,,,,,,,,,,
Acalli,Chulucanas,,,,,,,,,,,
Beschle (Felchlin),Java,,,,,,,,,,,
Bisou,San Andres,,,,,,,,,,,
Chocosol,Chiapas,,,,,,,,,,,
Chocovic,Bolivar,,,,,,,,,,,
Fossa,Camino Verde P.,,,,,,,,,,,
Fresco,Bellavista Coop,,,,,,,,,,,
Fresco,Sambirano Valley,,,,,,,,,,,
Fresco,Conacado,,,,,,,,,,,
Fresco,Chuao,,,,,,,,,,,
Friis Holm (Bonnat),Red Mayan,,,,,,,,,,,
Friis Holm (Bonnat),Chuno,,,,,,,,,,,
Laia aka Chat-Noir,Bahia,,,,,,,,,,,
Manoa,Oahu,,,,,,,,,,,
Mast Brothers,Dominican Republic,,,,,,,,,,,
Middlebury,Matagalpa,,,,,,,,,,,
Original Hawaiin Chocolate Factory,Hawai'i,,,,,,,,,,,
Palette de Bine,Silvestre,,,,,,,,,,,
Pierre Marcolini,Peru,,,,,,,,,,,
Rozsavolgyi,Rio Caribe Superior,,,,,,,,,,,
Rozsavolgyi,Aragua,,,,,,,,,,,
Spencer,Ecuador,,,,,,,,,,,
Theo,Venezuela; Barinos,,,,,,,,,,,
Zotter,Indianer,,,,,,,,,,,
Belyzium,Belize south,,,,,,,,,,,
Bonnat,Cusco,,,,,,,,,,,
Brazen,Alta Verapaz,,,,,,,,,,,
Coppeneur,Porcelana,,,,,,,,,,,
Duffy's,Rio Dulce,,,,,,,,,,,
Duffy's,Corazon del Ecuador,,,,,,,,,,,
Durci,Carenero,,,,,,,,,,,
Guittard,Epique,,,,,,,,,,,
Guittard,Sambirano,,,,,,,,,,,
Heirloom Cacao Preservation (Guittard),Alto Beni,,,,,,,,,,,
Heirloom Cacao Preservation (Manoa),Maunawili,,,,,,,,,,,
Heirloom Cacao Preservation (Zokoko),Wild Beni,,,,,,,,,,,
Holy Cacao,Camino Verde P.,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Los Rios,,,,,,,,,,,
Laia aka Chat-Noir,Cuba,,,,,,,,,,,
Manoa,Liberia,,,,,,,,,,,
Map Chocolate,Kakoa Kamili,,,,,,,,,,,
Moho,Toledo District,,,,,,,,,,,
Nuance,Ecuador,,,,,,,,,,,
Nuance,Ghana,,,,,,,,,,,
Paul Young,Madagascar,,,,,,,,,,,
Pralus,Porcelana,,,,,,,,,,,
Pralus,Sambirano Valley,,,,,,,,,,,
Quetzalli (Wolter),Uranga,,,,,,,,,,,
Soma,Bachelor's Hall E.,,,,,,,,,,,
Soma,Apurimac,,,,,,,,,,,
Soma,Elvesia P.,,,,,,,,,,,
Artisan du Chocolat,Trinidad,,,,,,,,,,,
Bittersweet Origins,Bali,,,,,,,,,,,
Captain Pembleton,Saidor Estate,,,,,,,,,,,
Creo,"""heirloom""",,,,,,,,,,,
Domori,IL100,,,,,,,,,,,
French Broad,Maranon Canyon,,,,,,,,,,,
Fresco,Maranon,,,,,,,,,,,
Grand Place,Ben Tre,,,,,,,,,,,
Heirloom Cacao Preservation (Guittard),Wild Beni,,,,,,,,,,,
Idilio (Felchlin),Porcelana,,,,,,,,,,,
Lonohana,Haleiwa E,,,,,,,,,,,
Oialla by Bojessen (Malmo),Sylvestre,,,,,,,,,,,
Pacari,Sierra Nevada,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Timo A. Meyer,Belize,,,,,,,,,,,
Urzi,Sur del Lago,,,,,,,,,,,
Beehive,Ecuador,,,,,,,,,,,
Caribeans,Antigua,,,,,,,,,,,
Castronovo,the lost city,,,,,,,,,,,
Coppeneur,Los Rios,,,,,,,,,,,
Dormouse,Colombia,,,,,,,,,,,
Fearless (AMMA),Monte Alegre,,,,,,,,,,,
K'ul,Kafupbo,,,,,,,,,,,
Letterpress,San Juan Estate,,,,,,,,,,,
Lonohana,Hawaiian Crown,,,,,,,,,,,
Pierre Marcolini,Los Rios,,,,,,,,,,,
Pierre Marcolini,Ocumare,,,,,,,,,,,
Soma,Bahia Black,,,,,,,,,,,
Stone Grindz,Ecuador,,,,,,,,,,,
Vintage Plantations (Tulicorp),Los Rios,,,,,,,,,,,
Adi,Vanua Levu,,,,,,,,,,,
Amazona,LamasdelChanka,,,,,,,,,,,
Arete,Puerto Quito,,,,,,,,,,,
Beehive,Brazil,,,,,,,,,,,
Bonnat,Xoconusco,,,,,,,,,,,
Chocolate Alchemist-Philly,Philly Blend,,,,,,,,,,,
Choocsol,Chiapas,,,,,,,,,,,
Coppeneur,Sambirano,,,,,,,,,,,
Dick Taylor,Ecuador,,,,,,,,,,,
Ethel's Artisan (Mars),Venezuela,,,,,,,,,,,
Fresco,Sambirano Valley,,,,,,,,,,,
Friis Holm (Bonnat),Medagla,,,,,,,,,,,
La Maison du Chocolat (Valrhona),Porcelana,,,,,,,,,,,
Madre,Choobua,,,,,,,,,,,
Potomac,Cuyagua,,,,,,,,,,,
Ritual,Mid Mountain,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Soma,La Tronca,,,,,,,,,,,
Spencer,Madagascar,,,,,,,,,,,
Theobroma,Piura Select,,,,,,,,,,,
Tocoti,Wild Bolivian,,,,,,,,,,,
Upchurch,Tanzania,,,,,,,,,,,
Valrhona,Andoa,,,,,,,,,,,
Vintage Plantations (Tulicorp),Los Rios,,,,,,,,,,,
Bonnat,Madagascar,,,,,,,,,,,
Choklat,Porcelana,,,,,,,,,,,
Christopher Morel (Felchlin),Maranon Canyon,,,,,,,,,,,
Duffy's,Bocas del Toro,,,,,,,,,,,
Escazu,Carenero,,,,,,,,,,,
Harper Macaw,Vale do Juliana,,,,,,,,,,,
Kah Kow,Rizek Cacao,,,,,,,,,,,
Lillie Belle,Bolivia,,,,,,,,,,,
Malie Kai (Guittard),O'ahu,,,,,,,,,,,
Metiisto,Fazenda Sempre Firme P.,,,,,,,,,,,
Palette de Bine,Camino Verde P.,,,,,,,,,,,
Pierre Marcolini,Bahia Brazil,,,,,,,,,,,
Pierre Marcolini,Kendem Lembu,,,,,,,,,,,
Pierre Marcolini,Porcelana,,,,,,,,,,,
Pralus,Java,,,,,,,,,,,
Republica del Cacao (aka Confecta),Los Rios,,,,,,,,,,,
Rogue,Silvestre,,,,,,,,,,,
Shark Mountain,Belize,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Theo,Ghana,,,,,,,,,,,
Zotter,Bocas del Toro,,,,,,,,,,,
Bittersweet Origins,Sambirano,,,,,,,,,,,
Bonnat,Ocumare,,,,,,,,,,,
Cao,Porcelana,,,,,,,,,,,
Cravve,Namau Village,,,,,,,,,,,
Dandelion,Mantuano,,,,,,,,,,,
Doble & Bignall,Puerto Cabello,,,,,,,,,,,
Dormouse,Rio Caribe,,,,,,,,,,,
Fresco,Jamaica,,,,,,,,,,,
Fresco,Jamaica,,,,,,,,,,,
Harper Macaw,Vale do Juliana E.,,,,,,,,,,,
Hotel Chocolat,Pepiniere,,,,,,,,,,,
Hotel Chocolat,Island Growers,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Los Rios,,,,,,,,,,,
Lonohana,Opaeula Estate,,,,,,,,,,,
Manoa,Waiahole,,,,,,,,,,,
Mast Brothers,Chuao,,,,,,,,,,,
Matale,Kulili P.,,,,,,,,,,,
Original Beans (Felchlin),D.R. Congo,,,,,,,,,,,
Pomm (aka Dead Dog),La Red,,,,,,,,,,,
Pump Street Bakery,Akesson's,,,,,,,,,,,
Pump Street Bakery,Patanemo Vil.,,,,,,,,,,,
Soma,Grenada,,,,,,,,,,,
Spencer,Dominican Republic,,,,,,,,,,,
Starchild,Bolivar,,,,,,,,,,,
Valrhona,Porcelana,,,,,,,,,,,
Zart Pralinen,Millot P.,,,,,,,,,,,
AMMA,Monte Alegre,,,,,,,,,,,
AMMA,Monte Alegre,,,,,,,,,,,
Artisan du Chocolat,Ocumare,,,,,,,,,,,
Batch,Dominican Republic,,,,,,,,,,,
Bittersweet Origins,Bali,,,,,,,,,,,
Chocolate Tree,,,,,,,,,,,,
Creo,"""heirloom""",,,,,,,,,,,
Dandelion,Cumboto,,,,,,,,,,,
Duffy's,Nicaliso,,,,,,,,,,,
Felchlin,Alto Beni,,,,,,,,,,,
Friis Holm (Bonnat),Rugoso,,,,,,,,,,,
Heirloom Cacao Preservation (Guittard),Maunawili,,,,,,,,,,,
Hotel Chocolat (Coppeneur),Somia Plantation,,,,,,,,,,,
Lillie Belle,The Other One,,,,,,,,,,,
Mission,Bahia,,,,,,,,,,,
Nova Monda,La Patriota,,,,,,,,,,,
Ocho,PNG,,,,,,,,,,,
Potomac,Upala,,,,,,,,,,,
Pralus,Monte Alegre,,,,,,,,,,,
Pralus,Madagascar,,,,,,,,,,,
Rogue,Tranquilidad,,,,,,,,,,,
Silvio Bessone,Porcelana,,,,,,,,,,,
Sirene,Somia Plantation,,,,,,,,,,,
Smooth Chocolator,,,,,,,,,,,,
Soma,Camino Verde,,,,,,,,,,,
Soma,Camino Verde P.,,,,,,,,,,,
Tejas,La Bahia,,,,,,,,,,,
